,Date,Ticker,Url,headline,source,snippet
4,1 month ago,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/movers-shakers-10-stocks-that-moved-the-most-last-week-51-9297951.html"" ",Movers &amp; Shakers | 10 stocks that moved the most last week,Moneycontrol,"Last week, FIIs sold equities worth Rs 36.55 crore, while domestic 
institutional investors (DIIs) invested Rs 1,024.09 crore into the market."
5,1 month ago,MSFT,"https://finance.yahoo.com/news/11-best-motley-fool-stocks-193732385.html"" ",11 Best Motley Fool Stocks To Buy Now,Yahoo Finance,"(NASDAQ:AAPL), and Microsoft Corporation (NASDAQ:MSFT). These stocks, among 
others, are discussed in detail below. Photo by Roberto Júnior..."
6,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/markets/69-small-cap-stocks-deliver-double-digit-returns-as-markets-rebound-9294181.html"" ",69 small-cap stocks deliver in double digits as markets rebound,Moneycontrol,"The BSE Smallcap index added 2.5 percent, Midcap 2 percent and the Largecap 
index 1 was up percent. ""Despite the SGX Nifty indicating a sluggish..."
7,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/moneycontrol-selects-top-stories-this-evening-154-9299281.html"" ",Moneycontrol Selects: Top stories this evening,Moneycontrol,"These are the stocks that will possibly be in the spotlight during trade on 
October 10. We explain the reasons why these stocks are likely..."
8,22-Sept-2022,MSFT,"https://www.financialexpress.com/industry/technology/microsoft-fall-2022-event-on-october-12-surface-pro-9-surface-laptop-5-expected/2684209/"" ","Microsoft Fall 2022 event on October 12: Surface Pro 9, Surface Laptop 5 
expected",The Financial Express,"Get live Share Market updates and latest India News and business news on 
Financial Express. Download Financial Express App for latest business..."
9,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/09/2-top-healthcare-stocks-defying-the-bear-market/"" ",2 Top Healthcare Stocks Defying the Bear Market,The Motley Fool,"The good news is that there are plenty of portfolio-ready stocks that 
continue to outperform. But to really defy the bear market, a stock..."
0,1 month ago,MSFT,"https://www.investorsobserver.com/news/stock-update/what-is-the-markets-view-on-microsoft-corporation-msft-stocks-price-and-volume-trends-monday"" ","What is the Market's View on Microsoft Corporation (MSFT) Stock's Price and 
Volume Trends Monday?",InvestorsObserver,"What is the Market's View on Microsoft Corporation (MSFT) Stock's Price and 
Volume Trends Monday? Monday, October 10, 2022 10:54 AM | 
InvestorsObserver..."
1,2 weeks ago,MSFT,"https://wtop.com/news/2022/11/billionaire-ray-dalios-10-top-stock-and-etf-picks/"" ",Billionaire Ray Dalio’s 10 Top Stock and ETF Picks,WTOP,"Currently, Bridgewater owns 6.6 million shares of PG stock, ... meaning its 
top holdings include Apple Inc. (AAPL), Microsoft Corp."
2,1 month ago,MSFT,"https://www.cnbc.com/2022/10/09/stock-futures-are-down-as-market-exits-rollercoaster-week.html"" ","Nasdaq closes at 2-year low on Monday, hurt by slumping chip stocks",CNBC,"The S&amp;P 500 also fell 0.75% to 3,612.39, dragged down by semi stocks and 
dips in major tech names like Microsoft , while the Dow Jones Industrial 
Average shed..."
3,24-Sept-2022,MSFT,"https://seekingalpha.com/article/4542895-microsoft-buy-here-ride-through-coming-recession"" ",Microsoft Stock: Buy Here And Ride Through The Recession ...,Seeking Alpha,"As such, we revise our rating on MSFT stock from Hold to Buy. Do you want 
to buy only at the right entry points for your growth stocks? We help..."
4,18-Sept-2022,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/movers-shakers-10-stocks-that-moved-the-most-last-week-49-9194071.html"" ",Movers &amp; Shakers: 10 stocks that moved the most last week,Moneycontrol,"Ceat | CMP: Rs 1597.25 | The stock price jumped over 15 percent after ... 
who were working on its client Microsoft's news related products,..."
5,1 month ago,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-tata-motors-tcs-power-grid-corporation-and-others-in-news-today-9299971.html"" ","Buzzing Stocks | Tata Motors, TCS, Power Grid Corporation, and others in 
news today",Moneycontrol,"Stocks to Watch: Check out the companies making headlines before the 
opening bell. Moneycontrol News. October 10, 2022 / 07:00 AM IST."
6,1 month ago,MSFT,"https://www.investing.com/news/economy/futures-slip-on-escalating-ukraine-war-dip-in-chip-stocks-2908341"" ",Nasdaq registers lowest close since July 2020; chips stocks ...,Investing.com,"Microsoft (NASDAQ:MSFT)'s stock was down 2.1% and was among the biggest 
drags on the three major indexes. S&amp;P 500 technology led sector..."
7,07-Oct-2022,MSFT,"https://seekingalpha.com/news/3889601-microsoft-named-a-new-short-idea-at-hedgeye"" ",Microsoft named a new short idea at Hedgeye (NASDAQ:MSFT),Seeking Alpha,"BUT when the market is going down and stocks are crashing and people are 
bailing, even the best companies are dropping. The mutual funds and..."
8,1 month ago,MSFT,"https://seekingalpha.com/article/4545593-apple-microsoft-treasury-bonds-safe-havens"" ",Apple Vs. Microsoft Vs. Treasury Bonds: Battle Of Safe Havens ...,Seeking Alpha,"With the risk-free treasury rate (of 3.5-4%) higher than the free cash flow 
yield offered by so-called safe haven stocks like Apple and..."
9,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-today-90-9300061.html"" ",Stock Market Today: Top 10 things to know before the market opens today,Moneycontrol,"Stock Market News: Trends in SGX Nifty indicate a gap-down opening for the 
broader index in India with a loss of 268 points. Sandip Das. October..."
0,1 month ago,MSFT,"https://finance.yahoo.com/news/add-microsoft-corporation-msft-shares-144552067.html"" ",Should You Add Microsoft Corporation (MSFT) Shares to Your Portfolio?,Yahoo Finance,"Should You Add Microsoft Corporation (MSFT) Shares to Your Portfolio? 
Soumya Eswaran. October 11, 2022 ·2 min read."
1,1 month ago,MSFT,"https://seekingalpha.com/article/4545525-microsoft-time-to-buy-very-attractive"" ",Microsoft Stock: Time To Buy (NASDAQ:MSFT),Seeking Alpha,"Microsoft's Dividend Growth Rate [CAGR] of 9.71% over the last five years 
and the Seeking Alpha Dividend Grades indicate that the company is an..."
2,1 month ago,MSFT,"https://www.cnbc.com/2022/10/18/microsoft-confirms-job-cuts-after-calling-for-growth-to-slow.html"" ",Microsoft confirms job cuts after calling for growth to slow,CNBC,"Data is a real-time snapshot *Data is delayed at least 15 minutes. Global 
Business and Financial News, Stock Quotes, and Market Data and..."
3,1 month ago,MSFT,"https://www.zacks.com/stock/news/1990528/microsoft-msft-reveals-dedicated-xbox-game-streaming-device"" ",Microsoft (MSFT) Reveals Dedicated Xbox Game Streaming Device,Zacks,"Recent stocks from this report have soared up to +178.7% in 3 months - this 
month's picks could be even better. See our report's 7 new picks..."
4,1 month ago,MSFT,"https://finance.yahoo.com/news/why-lakehouse-capital-added-microsoft-152948781.html"" ","Here’s Why Lakehouse Capital Added Microsoft Corporation (MSFT) to its 
Portfolio",Yahoo Finance,"On October 11, 2022, Microsoft Corporation (NASDAQ:MSFT) stock closed ... 
""During the month, the Fund initiated a new position in Microsoft..."
5,1 month ago,MSFT,"https://www.hellenicshippingnews.com/stock-market-snapshot-for-11-10-2022/"" ",STOCK MARKET SNAPSHOT FOR 11/10/2022,Hellenic Shipping News Worldwide,"STOCK MARKET SNAPSHOT FOR 11/10/2022 ... U.S. stocks fell on Monday, with 
the Nasdaq posting its lowest close since ... Microsoft's (MSFT."
6,1 month ago,MSFT,"https://blogs.microsoft.com/blog/2022/10/24/doing-more-with-less-how-organizations-shape-the-future-with-a-strong-digital-posture/"" ",Doing more with less: How organizations shape the future with ...,The Official Microsoft Blog,"Mercedes-Benz and Microsoft: New MO360 Data Platform makes car production 
more efficient, resilient and sustainable."
7,2 weeks ago,MSFT,"https://www.imd.org/ibyimd/technology/victims-of-their-own-success/"" ",Victims of their own success - I by IMD,IMD,"For years, the likes of Meta, Alphabet, Amazon, Microsoft and Apple ... It 
might be tempting to put the sell-off of tech stocks down to a..."
8,07-Oct-2022,MSFT,"https://seekingalpha.com/news/3889601-microsoft-named-a-new-short-idea-at-hedgeye"" ",Microsoft named a new short idea at Hedgeye (NASDAQ:MSFT),Seeking Alpha,"BUT when the market is going down and stocks are crashing and people are 
bailing, even the best companies are dropping. The mutual funds and..."
9,1 month ago,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-tcs-panacea-biotec-rategain-travel-tech-and-others-in-news-today-9305731.html"" ","Buzzing Stocks | TCS, Panacea Biotec, Rategain Travel Tech, and others in 
news today",Moneycontrol,"Stocks to Watch: Check out the companies making headlines before the 
opening bell. Moneycontrol News. October 11, 2022 / 06:39 AM IST."
0,3 weeks ago,MSFT,"https://stocknews.com/news/csco-hca-cve-3-stocks-you-can-buy-to-supercharge-your-portfolio-right/"" ",CSCO: 3 Stocks You Can Buy to Supercharge Your Portfolio ...,StockNews,"The six new specializations are tied to Cisco's customer priorities. ... On 
October 12, 2022, CSCO and Microsoft Corporation (MSFT)..."
1,20-Sept-2022,MSFT,"https://news.microsoft.com/2022/09/20/microsoft-announces-quarterly-dividend-increase-4/"" ",Microsoft announces quarterly dividend increase - Stories,Microsoft News,"Shareholders at the close of business on Oct. 12, 2022, the record date, 
will be entitled to vote their shares."
2,22-Sept-2022,MSFT,"https://www.financialexpress.com/investing-abroad/featured-stories/microsoft-dividend-per-share-hiked-by-10-check-key-dates-for-payout/2686410/"" ",Microsoft dividend per share hiked by 10% – Check key dates for payout,The Financial Express,"The shareholders as of October 12, 2022, the record date, will be entitled 
to vote for their shares. This year's annual shareholders meeting..."
3,21-Sept-2022,MSFT,"https://economictimes.indiatimes.com/news/international/us/microsoft-announces-10-dividend-hike-details-here/articleshow/94336561.cms"" ",Microsoft announces 10% dividend hike. Details here,The Economic Times,"The annual shareholders meeting of Microsoft company will be held in 
December. All the people holding shares till the close of 12 October 2022..."
4,1 month ago,MSFT,"https://news.microsoft.com/2022/10/12/mercedes-benz-and-microsoft-collaborate-to-boost-efficiency-resilience-and-sustainability-in-car-production/"" ",Mercedes-Benz and Microsoft collaborate to boost efficiency ...,Microsoft News,"Mercedes-Benz and Microsoft collaborate to boost efficiency, resilience and 
sustainability in car production. October 12, 2022 | Microsoft News Center."
5,1 month ago,MSFT,"https://seekingalpha.com/article/4546089-microsoft-throwing-out-good-money"" ",Microsoft Stock: Throwing Out Good Money (NASDAQ:MSFT),Seeking Alpha,"Microsoft: Throwing Out Good Money. Oct. 12, 2022 6:25 AM ETMicrosoft 
Corporation (MSFT)19 Comments 18 Likes. Michael Wiggins De Oliveira profile 
picture."
6,1 month ago,MSFT,"https://www.forbes.com/sites/qai/2022/10/25/microsoft-stock-news-roundup-meta-microsoft-partnership-microsoft-surface-event-dividends/"" ","Microsoft Stock News Roundup: Meta Microsoft Partnership, Microsoft Surface 
Event, Dividends",Forbes,"Microsoft Surface Event. Microsoft revealed the Surface Laptop 5 at its 
annual launch event on October 12, 2022. The laptop officially goes on..."
7,1 month ago,MSFT,"https://www.moneycontrol.com/news/photos/business/personal-finance/bottom-fishing-penny-stocks-that-mutual-funds-hold-are-they-worth-it-9335811.html"" ",Bottom Fishing | Penny stocks that mutual funds hold. Are they worth it?,Moneycontrol,"Penny stocks are those which are traded at very low prices. Though there is 
no standard ... Stock price (as of Oct 12, 2022): Rs 4.7"
8,1 week ago,MSFT,"https://www.newswire.ca/news-releases/research-finds-retailers-aren-t-banking-on-peak-season-this-year-883811259.html"" ",Research Finds Retailers Aren't Banking on Peak Season ...,Newswire.CA,"The new research, conducted by YouGov in October seeks to ... ""Disrupted 
supply chains, inventory challenges and surplus stock issues have..."
9,1 month ago,MSFT,"https://seekingalpha.com/article/4546092-meta-platforms-microsoft-parnership-new-vrar-device"" ",Meta Platforms Stock: Microsoft Partnership &amp; New VR/AR ...,Seeking Alpha,"The most exciting partnership is, in my opinion, an extensive collaboration 
with Microsoft. Meta shares were down some 3.9% the trading day..."
0,2 weeks ago,MSFT,"https://www.fxstreet.com/news/elliott-wave-view-msft-should-drop-after-a-flat-correction-is-completed-video-202211160525"" ","Elliott Wave view: MSFT should drop after a flat correction is completed 
[Video]",FXStreet,"Up from 10.13.2022 low, wave (A) ended at 252.62 and pullback in wave ... 
as a 5 waves impulse structure before the stock turns lower again."
1,3 weeks ago,MSFT,"https://www.investorsobserver.com/news/stock-update/avepoint-inc-up-13-76-to-4-51-after-earnings-miss"" ",AvePoint Inc. Up 13.76% To $4.51 After Earnings Miss,InvestorsObserver,"InvestorsObserver gives the stock a Bullish Sentiment score at the moment 
... AvePoint Inc is a Microsoft 365 data management solutions..."
2,2 weeks ago,MSFT,"https://seekingalpha.com/article/4558769-mulling-over-momentive-global"" ",Mulling Over Momentive Global (NASDAQ:MNTV),Seeking Alpha,"Shares of SaaS survey firm Momentive Global are nearly 70% from the day ... 
Not surprisingly, on the back of this news, shares of MNTV..."
3,1 month ago,MSFT,"https://seekingalpha.com/article/4546109-microsoft-being-fooled-by-market"" ",Microsoft: We're Being Fooled By The Market (NASDAQ:MSFT),Seeking Alpha,"With the consensus' optimistic FQ1'23 estimates for MSFT, we may see its 
stock valuations hold the line, though we are not hopeful for now."
4,1 month ago,MSFT,"https://finance.yahoo.com/news/top-analyst-reports-microsoft-alphabet-175205802.html"" ","Top Analyst Reports for Microsoft, Alphabet &amp; Eli Lilly",Yahoo Finance,"Today's Research Daily features new research reports on 16 major stocks, 
including Microsoft Corporation (MSFT), Alphabet Inc. (GOOGL) and..."
5,1 month ago,MSFT,"https://seekingalpha.com/article/4546271-microsoft-or-apple-lets-ask-warren-buffett"" ",Microsoft Or Apple? Let's Ask Warren Buffett (NASDAQ:MSFT),Seeking Alpha,"With this royal treatment, I see Microsoft's valuation risks have largely 
faded ... A comparison against Apple, a stock Buffett does hold,..."
6,1 month ago,MSFT,"https://www.cnbc.com/2022/10/12/stock-futures-are-up-as-investors-await-inflation-data.html"" ",Dow closes 800 points higher after a historic one-day turnaround,CNBC,"Its shares were up 2% early in the session, compared with a 1% drop in the 
S&amp;P 500. --Leslie Josephs. Thu, Oct 13 202210:20 AM EDT..."
